time,AT_windspeed,AT_temperature,CH_windspeed,CH_temperature,DE_windspeed,DE_temperature,NL_windspeed,NL_temperature,PL_windspeed,PL_temperature
2008-01-01T00:00:00Z,2.71,-5.437,1.93,-5.786,2.022659,-0.935,1.78,2.603,2.27,-3.147
2008-01-01T01:00:00Z,2.72,-5.631,1.96,-6.052,1.932107,-1.033,1.94,2.495,2.21,-3.236
2008-01-01T02:00:00Z,2.69,-5.799,1.94,-6.19,1.888118,-1.126,2.21,2.351,2.16,-3.33
2008-01-01T03:00:00Z,2.67,-5.931,1.99,-6.395,1.889439,-1.255,2.44,2.204,2.12,-3.43
2008-01-01T04:00:00Z,2.61,-6.11,2.04,-6.636,1.879193,-1.386,2.59,2.111,2.09,-3.521
2008-01-01T05:00:00Z,2.59,-6.244,2.05,-6.896,1.869815,-1.514,2.78,2.05,2.03,-3.616
2008-01-01T06:00:00Z,2.57,-6.356,2.04,-7.084,1.876182,-1.633,2.96,1.983,1.97,-3.717
2008-01-01T07:00:00Z,2.63,-5.933,1.96,-6.853,1.907368,-1.661,2.96,1.852,2.01,-3.541
2008-01-01T08:00:00Z,2.67,-4.448,1.88,-5.541,2.104305,-1.057,3.22,1.946,2.17,-2.767
2008-01-01T09:00:00Z,2.66,-2.95,2.03,-4.159,2.273188,-0.29,3.44,2.138,2.29,-2.011
2008-01-01T10:00:00Z,2.74,-1.839,2.15,-2.9,2.296506,0.376,3.44,2.4,2.38,-1.311
2008-01-01T11:00:00Z,2.81,-1.286,2.46,-1.943,2.264344,0.837,3.45,2.814,2.53,-0.82
2008-01-01T12:00:00Z,2.77,-1.136,2.65,-1.531,2.244516,1.036,3.62,3.157,2.57,-0.76
2008-01-01T13:00:00Z,2.33,-1.408,2.58,-1.503,2.121222,0.836,3.77,3.192,2.44,-1.255
2008-01-01T14:00:00Z,1.88,-2.612,2.1,-2.059,1.919381,-0.225,3.7,2.575,2.66,-2.13
2008-01-01T15:00:00Z,2.07,-4.235,1.75,-3.765,2.183308,-1.65,3.92,1.307,3,-2.53
2008-01-01T16:00:00Z,2.18,-5.108,1.97,-5.095,2.329957,-2.079,4.42,0.689,3.18,-2.806
2008-01-01T17:00:00Z,2.21,-5.734,2.15,-5.941,2.348,-2.299,4.74,0.281,3.31,-3.099
2008-01-01T18:00:00Z,2.21,-6.264,2.29,-6.748,2.333076,-2.497,4.96,-0.135,3.39,-3.419
2008-01-01T19:00:00Z,2.21,-6.716,2.38,-7.378,2.303371,-2.731,4.98,-0.561,3.45,-3.75
2008-01-01T20:00:00Z,2.23,-7.137,2.43,-7.929,2.314297,-2.921,4.95,-0.929,3.58,-4.033
2008-01-01T21:00:00Z,2.25,-7.537,2.63,-8.323,2.324028,-3.104,4.97,-1.085,3.76,-4.246
2008-01-01T22:00:00Z,2.28,-7.91,2.63,-8.828,2.372102,-3.305,4.94,-1.188,3.92,-4.426
2008-01-01T23:00:00Z,2.33,-8.195,2.59,-9.211,2.503937,-3.477,4.86,-1.352,4.06,-4.598
2008-01-02T00:00:00Z,2.37,-8.361,2.63,-9.342,2.674177,-3.651,4.88,-1.486,4.22,-4.749
2008-01-02T01:00:00Z,2.4,-8.495,2.6,-9.468,2.845446,-3.826,4.86,-1.631,4.33,-4.916
2008-01-02T02:00:00Z,2.4,-8.637,2.56,-9.6,3.016348,-3.983,4.88,-1.754,4.41,-5.105
2008-01-02T03:00:00Z,2.37,-8.727,2.49,-9.695,3.141344,-4.113,4.98,-1.807,4.44,-5.329
2008-01-02T04:00:00Z,2.3,-8.926,2.45,-9.758,3.26298,-4.25,4.91,-1.902,4.5,-5.595
2008-01-02T05:00:00Z,2.24,-9.165,2.46,-9.765,3.417162,-4.34,5,-1.934,4.63,-5.841
2008-01-02T06:00:00Z,2.19,-9.394,2.49,-9.852,3.567904,-4.44,5.15,-1.978,4.77,-6.039
2008-01-02T07:00:00Z,2.2,-9.027,2.41,-9.869,3.751815,-4.454,5.22,-1.973,5.06,-5.832
2008-01-02T08:00:00Z,2.01,-7.135,2.46,-8.6,4.273526,-3.486,5.58,-1.522,5.5,-5.012
2008-01-02T09:00:00Z,2.02,-4.985,2.49,-6.487,4.569066,-2.3,5.77,-0.668,5.93,-4.287
2008-01-02T10:00:00Z,2.13,-3.487,2.53,-4.618,4.981202,-1.127,6.1,0.428,5.98,-3.881
2008-01-02T11:00:00Z,2.21,-2.614,2.37,-3.171,5.30336,-0.364,6.42,1.312,5.89,-3.77
2008-01-02T12:00:00Z,2.2,-2.285,2.19,-2.203,5.395577,-0.103,6.64,1.79,5.8,-3.99
2008-01-02T13:00:00Z,2.05,-2.489,2.15,-2.003,5.2336,-0.324,6.5,1.748,5.59,-4.604
2008-01-02T14:00:00Z,1.8,-3.832,2.07,-2.838,4.820423,-1.239,6.07,0.945,5.2,-5.652
2008-01-02T15:00:00Z,2.14,-5.956,2.37,-4.83,4.927217,-2.463,6.11,-0.484,5.21,-6.49
2008-01-02T16:00:00Z,2.36,-7.067,2.78,-6.212,5.494748,-2.832,6.82,-0.932,5.36,-7.058
2008-01-02T17:00:00Z,2.48,-7.673,2.87,-6.727,5.894718,-3.055,7.04,-1.3,5.37,-7.636
2008-01-02T18:00:00Z,2.59,-8.01,2.78,-6.818,6.01946,-3.298,7.15,-1.549,5.32,-8.211
2008-01-02T19:00:00Z,2.66,-8.22,2.81,-6.838,5.930667,-3.593,7.22,-1.664,5.19,-8.769
2008-01-02T20:00:00Z,2.69,-8.36,2.93,-6.921,5.773682,-3.934,7.3,-1.711,5.08,-9.349
2008-01-02T21:00:00Z,2.74,-8.424,2.99,-6.937,5.619434,-4.262,7.44,-1.694,5.1,-9.869
2008-01-02T22:00:00Z,2.8,-8.478,2.98,-6.702,5.56874,-4.511,7.64,-1.688,5.19,-10.256
2008-01-02T23:00:00Z,2.88,-8.538,3.02,-6.498,5.549411,-4.714,7.65,-1.817,5.27,-10.59
2008-01-03T00:00:00Z,3.06,-8.567,3.1,-6.291,5.601331,-4.879,7.69,-1.925,5.35,-10.89
2008-01-03T01:00:00Z,3.28,-8.586,3.23,-6.043,5.711058,-5.015,7.96,-1.843,5.48,-11.097
2008-01-03T02:00:00Z,3.45,-8.621,3.41,-5.82,5.832072,-5.124,8.18,-1.757,5.56,-11.216
2008-01-03T03:00:00Z,3.53,-8.651,3.56,-5.727,6.020794,-5.174,8.32,-1.624,5.73,-11.223
2008-01-03T04:00:00Z,3.64,-8.702,3.78,-5.658,6.360898,-5.179,8.69,-1.314,5.92,-11.247
2008-01-03T05:00:00Z,3.81,-8.706,3.94,-5.662,6.678726,-5.239,9.01,-0.984,6.11,-11.35
2008-01-03T06:00:00Z,3.97,-8.727,4.11,-5.634,6.831065,-5.312,9.33,-0.771,6.25,-11.472
2008-01-03T07:00:00Z,4.28,-8.291,4.3,-5.457,6.913343,-5.271,9.5,-0.698,6.59,-11.109
2008-01-03T08:00:00Z,4.78,-6.871,4.48,-4.592,7.151885,-4.561,9.88,-0.613,7.2,-9.854
2008-01-03T09:00:00Z,5.33,-5.531,4.54,-3.553,7.397609,-3.633,9.97,-0.452,7.76,-8.379
2008-01-03T10:00:00Z,5.7,-4.502,4.51,-2.582,7.5737,-2.699,9.65,-0.149,8.03,-7.164
2008-01-03T11:00:00Z,5.8,-3.791,4.33,-1.752,7.524023,-1.918,9.31,0.333,8.15,-6.323
2008-01-03T12:00:00Z,5.76,-3.473,4.35,-1.172,7.300497,-1.472,8.86,0.691,8.06,-6.02
2008-01-03T13:00:00Z,5.57,-3.622,4.21,-1.022,6.960162,-1.429,8.35,0.785,7.77,-6.473
2008-01-03T14:00:00Z,5.24,-4.322,4.13,-1.494,6.737896,-1.793,8.03,0.615,7.74,-7.635
2008-01-03T15:00:00Z,5.15,-5.329,4.2,-2.808,6.86585,-2.29,7.9,0.339,8.13,-8.513
2008-01-03T16:00:00Z,5.35,-5.868,4.38,-3.849,7.084013,-2.51,7.96,0.212,8.42,-9.032
2008-01-03T17:00:00Z,5.46,-6.205,4.64,-4.211,7.16114,-2.656,7.91,0.168,8.57,-9.452
2008-01-03T18:00:00Z,5.48,-6.455,4.66,-4.355,7.132299,-2.805,7.86,0.149,8.61,-9.817
2008-01-03T19:00:00Z,5.46,-6.63,4.63,-4.339,7.005828,-2.958,7.77,0.132,8.55,-10.137
2008-01-03T20:00:00Z,5.47,-6.766,4.59,-4.264,6.816195,-3.141,7.6,0.141,8.45,-10.417
2008-01-03T21:00:00Z,5.35,-6.856,4.56,-4.154,6.626908,-3.356,7.49,0.202,8.25,-10.601
2008-01-03T22:00:00Z,5.15,-6.934,4.63,-4.049,6.4698,-3.582,7.34,0.298,8.06,-10.762
2008-01-03T23:00:00Z,5,-7.065,4.59,-3.909,6.318837,-3.78,6.96,0.312,7.99,-10.914
2008-01-04T00:00:00Z,4.95,-7.204,4.51,-3.705,6.080063,-3.988,6.83,0.331,8.02,-11.023
2008-01-04T01:00:00Z,4.99,-7.326,4.46,-3.363,6.001702,-4.162,6.7,0.297,8.01,-11.13
2008-01-04T02:00:00Z,5.01,-7.374,4.39,-3.15,5.952503,-4.339,6.84,0.3,7.99,-11.251
2008-01-04T03:00:00Z,5.03,-7.34,4.3,-3.082,5.955122,-4.521,6.72,0.259,8.02,-11.415
2008-01-04T04:00:00Z,5.07,-7.261,4.19,-3.166,5.999472,-4.674,6.54,0.141,8.05,-11.596
2008-01-04T05:00:00Z,5.08,-7.123,4.26,-3.202,6.021894,-4.796,6.43,0.028,8.08,-11.758
2008-01-04T06:00:00Z,5,-7.014,4.15,-3.077,5.91151,-4.915,6.28,-0.044,8.08,-11.858
2008-01-04T07:00:00Z,4.99,-6.568,3.88,-2.69,5.75624,-4.932,6.37,0.002,8.19,-11.496
2008-01-04T08:00:00Z,5.27,-5.247,3.48,-1.238,5.845569,-4.098,6.53,0.28,8.49,-10.389
2008-01-04T09:00:00Z,5.43,-3.95,3.22,0.519,5.868312,-2.93,6.52,1.028,8.68,-9.074
2008-01-04T10:00:00Z,5.44,-2.911,3.16,1.911,5.807827,-1.73,6.29,1.985,8.74,-7.821
2008-01-04T11:00:00Z,5.45,-2.079,3.19,2.753,5.623978,-0.716,5.96,2.641,8.7,-6.908
2008-01-04T12:00:00Z,5.42,-1.626,2.99,3.056,5.362679,-0.124,5.73,2.929,8.5,-6.55
2008-01-04T13:00:00Z,5.32,-1.778,2.63,2.637,5.046726,-0.099,5.77,2.821,8.15,-6.846
2008-01-04T14:00:00Z,5.07,-2.693,2.62,1.763,4.685106,-0.854,6.13,2.492,8.08,-7.636
2008-01-04T15:00:00Z,5.02,-3.934,2.97,0.678,4.978569,-1.931,6.46,1.943,8.39,-8.214
2008-01-04T16:00:00Z,5.16,-4.523,3.31,-0.008,5.496941,-2.265,6.98,1.665,8.52,-8.531
2008-01-04T17:00:00Z,5.22,-4.82,3.58,-0.598,5.737423,-2.423,7.44,1.503,8.44,-8.79
2008-01-04T18:00:00Z,5.21,-5.166,3.72,-1.157,5.785579,-2.529,8.1,1.457,8.31,-8.979
2008-01-04T19:00:00Z,5.18,-5.508,3.53,-1.326,5.763443,-2.564,8.95,1.726,8.15,-9.101
2008-01-04T20:00:00Z,5.13,-5.779,3.36,-1.284,5.85936,-2.566,9.44,2.292,7.97,-9.214
2008-01-04T21:00:00Z,5.1,-5.972,3.37,-1.451,5.988482,-2.573,9.19,2.75,7.77,-9.318
2008-01-04T22:00:00Z,4.99,-6.056,3.25,-1.795,6.079867,-2.579,9.05,2.913,7.57,-9.411
2008-01-04T23:00:00Z,4.75,-6.082,3.24,-2.157,6.192072,-2.535,9.67,3.328,7.37,-9.519
2008-01-05T00:00:00Z,4.62,-6.133,3.15,-2.303,6.312694,-2.46,9.42,3.189,7.32,-9.582
2008-01-05T01:00:00Z,4.56,-6.206,3.08,-2.239,6.455713,-2.347,9.8,3.041,7.3,-9.636
2008-01-05T02:00:00Z,4.47,-6.302,3.08,-2.134,6.572055,-2.193,10.33,3.287,7.28,-9.696
2008-01-05T03:00:00Z,4.36,-6.381,3.08,-2.082,6.66149,-1.929,10.41,3.898,7.35,-9.888
2008-01-05T04:00:00Z,4.26,-6.346,3.13,-2.094,6.734623,-1.686,10.31,4.312,7.34,-10.202
2008-01-05T05:00:00Z,4.2,-6.228,3.17,-2.072,6.867542,-1.428,10.15,4.499,7.31,-10.444
2008-01-05T06:00:00Z,4.25,-6.099,3.17,-1.838,7.018733,-1.164,9.25,4.513,7.35,-10.594
2008-01-05T07:00:00Z,4.42,-5.579,3.37,-1.514,7.118063,-0.886,8.39,4.341,7.54,-10.225
2008-01-05T08:00:00Z,4.59,-4.516,3.65,-0.279,7.184487,-0.317,8.11,4.332,7.75,-9.171
2008-01-05T09:00:00Z,4.65,-3.459,3.78,1.033,7.215245,0.41,8.07,4.809,8,-7.675
2008-01-05T10:00:00Z,4.76,-2.444,3.72,1.838,7.201379,1.171,8.18,5.488,8.19,-6.069
2008-01-05T11:00:00Z,4.81,-1.626,3.68,2.328,7.162264,1.764,8.31,6.048,8.15,-4.887
2008-01-05T12:00:00Z,4.7,-1.186,3.47,2.598,6.961817,2.139,8.31,6.433,7.82,-4.345
2008-01-05T13:00:00Z,4.49,-1.337,3.37,2.486,6.677129,2.235,7.96,6.606,7.63,-4.499
2008-01-05T14:00:00Z,4.26,-1.874,3.14,2.178,6.341192,2.095,7.37,6.468,7.57,-5.097
2008-01-05T15:00:00Z,4.16,-2.417,2.92,1.737,6.08816,1.756,6.89,5.789,7.71,-5.452
2008-01-05T16:00:00Z,4.02,-2.501,2.65,1.439,5.968053,1.6,6.62,5.279,7.7,-5.627
2008-01-05T17:00:00Z,3.75,-2.448,2.48,1.346,5.838499,1.565,6.64,5.074,7.67,-5.647
2008-01-05T18:00:00Z,3.58,-2.523,2.19,1.297,5.602432,1.548,6.26,4.874,7.65,-5.58
2008-01-05T19:00:00Z,3.4,-2.583,2.08,1.258,5.330413,1.475,5.81,4.654,7.57,-5.477
2008-01-05T20:00:00Z,3.31,-2.7,2.26,1.17,5.173724,1.402,5.51,4.446,7.47,-5.357
2008-01-05T21:00:00Z,3.24,-2.714,2.56,1.151,5.072477,1.328,5.29,4.338,7.27,-5.155
2008-01-05T22:00:00Z,3.25,-2.628,2.96,1.014,4.977773,1.224,4.95,4.4,7.01,-4.914
2008-01-05T23:00:00Z,3.32,-2.497,3.3,0.656,4.904473,1.108,4.5,4.374,6.84,-4.712
2008-01-06T00:00:00Z,3.46,-2.293,3.46,0.445,4.723615,0.966,4.11,4.327,6.58,-4.632
2008-01-06T01:00:00Z,3.63,-2.077,3.5,0.467,4.485574,0.871,3.82,4.177,6.39,-4.643
2008-01-06T02:00:00Z,3.71,-1.839,3.47,0.496,4.191562,0.795,3.69,3.86,6.22,-4.637
2008-01-06T03:00:00Z,3.86,-1.704,3.4,0.524,4.059482,0.838,3.88,3.401,6.08,-4.538
2008-01-06T04:00:00Z,3.83,-1.62,3.55,0.654,4.048024,0.893,4.21,3.169,6,-4.304
2008-01-06T05:00:00Z,3.7,-1.502,3.53,0.729,4.066605,0.941,4.71,3.115,5.96,-4.021
2008-01-06T06:00:00Z,3.52,-1.429,3.73,0.827,4.105273,0.931,4.96,2.961,5.97,-3.749
2008-01-06T07:00:00Z,3.32,-1.291,3.8,0.958,4.209562,0.957,5.03,2.782,6.09,-3.341
2008-01-06T08:00:00Z,3.09,-0.858,3.91,1.38,4.47126,1.307,5.08,3.139,6.18,-2.768
2008-01-06T09:00:00Z,2.87,-0.205,3.92,1.911,4.702067,1.807,5.2,4.159,6.1,-2.233
2008-01-06T10:00:00Z,2.7,0.485,3.79,2.249,4.791247,2.298,6,4.992,5.97,-1.82
2008-01-06T11:00:00Z,2.53,0.98,3.53,2.448,5.059751,2.708,6.48,5.655,5.82,-1.532
2008-01-06T12:00:00Z,2.47,1.33,3.27,2.588,5.161963,2.894,6.48,6.117,5.61,-1.369
2008-01-06T13:00:00Z,2.28,1.367,2.74,2.391,4.893252,2.734,6.2,6.2,5.36,-1.39
2008-01-06T14:00:00Z,2.39,0.688,2.52,1.854,4.551879,2.017,5.69,5.643,5.14,-1.568
2008-01-06T15:00:00Z,2.71,-0.247,2.53,0.998,4.425569,1.042,5.11,4.319,5.29,-1.633
2008-01-06T16:00:00Z,2.82,-0.528,2.4,0.647,4.360789,0.732,4.77,3.69,5.37,-1.609
2008-01-06T17:00:00Z,2.84,-0.593,2.23,0.725,4.227081,0.597,4.66,3.387,5.29,-1.622
2008-01-06T18:00:00Z,2.82,-0.894,2.13,0.797,4.096229,0.384,4.79,2.827,5.18,-1.623
2008-01-06T19:00:00Z,2.79,-1.162,2.08,0.788,4.049534,0.151,5.2,2.451,5.09,-1.593
2008-01-06T20:00:00Z,2.81,-1.351,2.07,0.713,4.075773,-0.053,5.9,2.427,5.05,-1.55
2008-01-06T21:00:00Z,2.85,-1.537,2.24,0.512,4.04898,-0.241,6.36,2.462,5.01,-1.454
2008-01-06T22:00:00Z,2.86,-1.717,2.55,0.196,4.091191,-0.349,6.56,2.377,4.94,-1.378
2008-01-06T23:00:00Z,2.77,-1.951,2.99,0.018,4.203121,-0.424,6.93,2.326,4.82,-1.35
2008-01-07T00:00:00Z,2.71,-2.132,3.5,0.124,4.463678,-0.439,7.61,2.447,4.64,-1.353
2008-01-07T01:00:00Z,2.59,-2.222,3.83,0.654,4.812641,-0.367,8.19,2.652,4.39,-1.447
2008-01-07T02:00:00Z,2.58,-2.438,3.98,1.369,5.262931,-0.16,8.96,3.357,4.2,-1.599
2008-01-07T03:00:00Z,2.5,-2.853,4.35,2.062,5.701603,0.207,9.33,4.58,3.92,-1.85
2008-01-07T04:00:00Z,2.49,-3.376,4.8,2.805,6.081606,0.675,9.47,5.806,3.67,-2.108
2008-01-07T05:00:00Z,2.57,-3.584,5.56,3.474,6.323009,1.139,9.51,6.297,3.46,-2.394
2008-01-07T06:00:00Z,2.69,-3.203,6.6,3.997,6.512962,1.542,9.57,6.32,3.38,-2.686
2008-01-07T07:00:00Z,3,-2.05,6.99,4.214,6.655166,1.848,9.82,6.264,3.55,-2.505
2008-01-07T08:00:00Z,3.67,-0.421,6.63,4.365,6.981911,2.59,10.69,6.521,3.89,-1.502
2008-01-07T09:00:00Z,3.95,0.604,5.94,4.555,7.207678,3.442,11.61,7.062,3.92,-0.505
2008-01-07T10:00:00Z,4.07,1.384,5.53,4.686,7.637985,4.212,12.65,7.597,3.79,0.255
2008-01-07T11:00:00Z,4.17,1.88,5.36,4.86,8.038412,4.76,13.4,7.888,3.86,0.73
2008-01-07T12:00:00Z,3.92,1.973,5.34,4.866,8.366166,5.004,13.87,8.016,3.93,0.831
2008-01-07T13:00:00Z,3.43,1.82,4.97,4.467,8.403931,4.87,13.92,8.01,3.87,0.183
2008-01-07T14:00:00Z,3.13,1.49,3.98,3.406,8.154623,4.241,13.3,7.77,4.33,-1.094
2008-01-07T15:00:00Z,3.23,0.625,3.28,1.325,7.989624,3.376,12.36,7.411,4.88,-1.334
2008-01-07T16:00:00Z,3.49,0.248,3.16,0.136,8.130543,3.031,11.67,7.213,5.21,-1.125
2008-01-07T17:00:00Z,3.62,0.016,3.09,-0.351,8.145852,2.848,11.19,6.983,5.5,-0.993
2008-01-07T18:00:00Z,3.62,-0.248,2.96,-0.83,8.134393,2.651,10.75,6.743,5.86,-0.861
2008-01-07T19:00:00Z,3.65,-0.498,2.89,-1.303,8.181692,2.568,10.45,6.473,6.02,-0.77
2008-01-07T20:00:00Z,3.61,-0.677,2.92,-1.669,8.31401,2.558,10.17,6.149,5.96,-0.773
2008-01-07T21:00:00Z,3.53,-0.929,2.97,-1.98,8.278979,2.547,10.04,5.861,5.95,-0.673
2008-01-07T22:00:00Z,3.33,-1.328,3.06,-2.151,8.206834,2.556,9.82,5.554,5.98,-0.48
2008-01-07T23:00:00Z,3.18,-1.836,3.18,-2.254,8.007403,2.464,9.28,5.216,5.81,-0.341
2008-01-08T00:00:00Z,3.12,-2.272,3.19,-2.315,7.796382,2.344,8.58,4.868,5.64,-0.284
2008-01-08T01:00:00Z,3.18,-2.546,3.06,-2.452,7.425937,2.154,7.78,4.534,5.53,-0.262
2008-01-08T02:00:00Z,3.29,-2.739,2.85,-2.589,6.990498,1.922,7.2,4.283,5.42,-0.273
2008-01-08T03:00:00Z,3.45,-2.811,2.65,-2.738,6.646522,1.732,7.1,4.22,5.39,-0.29
2008-01-08T04:00:00Z,3.61,-2.762,2.61,-3.181,6.334851,1.546,6.95,4.086,5.47,-0.286
2008-01-08T05:00:00Z,3.76,-2.668,2.64,-3.668,6.04806,1.36,7.06,3.991,5.58,-0.298
2008-01-08T06:00:00Z,3.87,-2.524,2.66,-4.04,5.736236,1.116,7.03,3.806,5.64,-0.293
2008-01-08T07:00:00Z,3.77,-1.849,2.58,-4.049,5.540949,0.966,6.97,3.62,5.82,0.133
2008-01-08T08:00:00Z,3.61,-0.127,2.3,-2.418,5.639468,1.568,7.11,3.757,5.95,0.772
2008-01-08T09:00:00Z,3.51,1.357,2.17,-0.681,5.585168,2.458,6.96,4.202,5.88,1.228
2008-01-08T10:00:00Z,3.27,2.37,1.77,0.758,5.379745,3.33,7.02,4.706,5.83,1.594
2008-01-08T11:00:00Z,2.98,3.088,1.44,2.036,5.24657,4.029,6.99,5.169,5.73,1.869
2008-01-08T12:00:00Z,2.44,3.328,1.38,2.595,4.91265,4.273,6.75,5.68,5.46,1.949
2008-01-08T13:00:00Z,1.82,2.722,1.28,2.478,4.491336,4.074,6.77,6.091,5.13,1.677
2008-01-08T14:00:00Z,1.9,1.095,1.29,1.421,4.361439,3.415,6.89,6.246,4.88,0.871
2008-01-08T15:00:00Z,1.99,-0.403,1.64,-0.251,4.41384,2.584,7.17,6.148,4.85,0.254
2008-01-08T16:00:00Z,1.91,-0.864,1.99,-1.49,4.564035,2.055,7.65,5.991,4.72,-0.122
2008-01-08T17:00:00Z,1.86,-1.308,2.24,-2.155,4.640774,1.565,8.09,5.602,4.72,-0.426
2008-01-08T18:00:00Z,1.97,-1.904,2.39,-2.473,4.747251,1.185,8.36,4.922,4.75,-0.638
2008-01-08T19:00:00Z,2.18,-2.563,2.51,-2.526,4.731975,0.871,8.37,4.243,4.88,-0.691
2008-01-08T20:00:00Z,2.41,-3.003,2.61,-2.398,4.744853,0.628,8.61,3.775,4.92,-0.796
2008-01-08T21:00:00Z,2.57,-3.089,2.7,-2.311,4.755333,0.394,8.75,3.508,4.78,-0.961
2008-01-08T22:00:00Z,2.7,-2.989,2.85,-2.357,4.764063,0.175,8.82,3.409,4.62,-1.195
2008-01-08T23:00:00Z,2.97,-2.925,2.94,-2.275,4.852365,0.012,8.96,3.442,4.53,-1.523
2008-01-09T00:00:00Z,3.17,-3.037,3.04,-2.095,5.0061,-0.104,9.26,3.589,4.45,-1.908
2008-01-09T01:00:00Z,3.23,-3.226,3.09,-1.962,5.217257,-0.143,9.84,3.874,4.44,-2.289
2008-01-09T02:00:00Z,3.24,-3.477,3.11,-1.835,5.423229,-0.137,10.13,4.029,4.48,-2.644
2008-01-09T03:00:00Z,3.24,-3.766,3.23,-1.554,5.6094,-0.084,10.14,4.087,4.55,-2.98
2008-01-09T04:00:00Z,3.24,-3.963,3.25,-1.022,5.730804,-0.013,9.12,3.945,4.69,-3.283
2008-01-09T05:00:00Z,3.15,-4.121,3.24,-0.519,5.786507,0.022,8.38,3.967,4.85,-3.487
2008-01-09T06:00:00Z,3.2,-4.185,3.28,-0.199,5.891471,0.128,7.68,4.12,4.98,-3.684
2008-01-09T07:00:00Z,3.37,-3.538,3.27,0.116,5.987203,0.394,6.96,4.114,5.27,-3.168
2008-01-09T08:00:00Z,3.42,-2.001,3.22,0.921,6.15046,1.206,6.9,4.398,5.6,-1.735
2008-01-09T09:00:00Z,3.38,-0.464,3.3,2.124,6.184619,2.18,6.93,4.813,5.4,-0.473
2008-01-09T10:00:00Z,3.27,0.777,3.52,3.171,6.099509,3.07,6.94,5.313,5.27,0.573
2008-01-09T11:00:00Z,3.03,1.427,3.7,3.778,6.037682,3.757,7.09,6.099,5.33,1.176
2008-01-09T12:00:00Z,2.74,1.462,3.61,3.938,5.886353,4.149,7.38,6.888,5.34,1.292
2008-01-09T13:00:00Z,2.51,1.179,3.44,3.606,5.677638,4.178,7.54,7.131,5.35,0.685
2008-01-09T14:00:00Z,2.26,0.386,3.32,2.749,5.409093,3.726,7.3,6.675,5.69,-0.341
2008-01-09T15:00:00Z,2.36,-0.275,3.34,1.894,5.302244,2.957,7.06,5.763,6.19,-0.722
2008-01-09T16:00:00Z,2.52,-0.31,3.48,1.801,5.471481,2.881,6.71,5.274,6.41,-0.849
2008-01-09T17:00:00Z,2.52,-0.312,3.44,1.771,5.377793,2.789,6.54,4.655,6.49,-0.977
2008-01-09T18:00:00Z,2.47,-0.365,3.38,1.659,5.253215,2.588,6.95,4.133,6.54,-1.038
2008-01-09T19:00:00Z,2.39,-0.432,3.24,1.547,5.126564,2.28,7.36,3.862,6.5,-1.046
2008-01-09T20:00:00Z,2.31,-0.541,3.18,1.494,5.055352,2.053,7.63,3.778,6.47,-1.011
2008-01-09T21:00:00Z,2.3,-0.726,3.01,1.327,5.007425,1.866,7.79,3.842,6.5,-0.925
2008-01-09T22:00:00Z,2.35,-0.94,2.87,1.188,4.952301,1.692,8.03,4.014,6.48,-0.793
2008-01-09T23:00:00Z,2.33,-1.099,2.71,1.054,4.882064,1.563,8.05,4.12,6.45,-0.678
2008-01-10T00:00:00Z,2.23,-1.182,2.61,0.769,4.792165,1.464,8.05,4.204,6.23,-0.653
2008-01-10T01:00:00Z,2.16,-1.238,2.56,0.386,4.770825,1.418,8.15,4.128,6.03,-0.619
2008-01-10T02:00:00Z,2.07,-1.206,2.51,0.005,4.816774,1.338,8.49,3.902,5.74,-0.572
2008-01-10T03:00:00Z,1.99,-1.151,2.51,-0.431,4.853146,1.187,8.89,3.778,5.53,-0.575
2008-01-10T04:00:00Z,1.95,-1.103,2.57,-0.956,4.988707,1.031,9.27,3.685,5.31,-0.576
2008-01-10T05:00:00Z,1.91,-1.108,2.71,-1.334,5.204766,0.886,9.46,3.492,5.05,-0.64
2008-01-10T06:00:00Z,1.86,-1.119,2.81,-1.585,5.450467,0.74,9.59,3.233,4.97,-0.685
2008-01-10T07:00:00Z,1.91,-0.649,2.83,-1.465,5.679512,0.761,9.59,2.956,5.09,-0.433
2008-01-10T08:00:00Z,1.98,0.441,2.61,0.288,6.082331,1.712,9.76,3.088,5.25,0.246
2008-01-10T09:00:00Z,2.04,1.747,2.85,2.429,6.35214,2.954,9.81,3.72,5.17,0.847
2008-01-10T10:00:00Z,2.2,2.687,3,3.68,6.459484,4.116,10.22,4.656,5.07,1.338
2008-01-10T11:00:00Z,2.28,3.251,2.91,4.588,6.578604,5.064,10.5,5.712,4.98,1.687
2008-01-10T12:00:00Z,2.29,3.415,2.85,5.025,6.521336,5.556,10.71,6.723,4.81,1.783
2008-01-10T13:00:00Z,2.2,2.804,2.52,4.812,6.371626,5.488,11.03,7.497,4.66,1.438
2008-01-10T14:00:00Z,2.23,1.001,2.32,3.494,6.245316,4.759,11.18,7.9,4.74,0.523
2008-01-10T15:00:00Z,2.6,-0.761,2.5,1.632,6.395352,3.841,11.3,8.09,5.22,0.038
2008-01-10T16:00:00Z,2.88,-1.377,2.71,0.59,6.686238,3.745,11.48,8.232,5.6,-0.149
2008-01-10T17:00:00Z,2.87,-1.775,2.9,0.115,6.794527,3.719,11.64,8.266,5.85,-0.34
2008-01-10T18:00:00Z,2.89,-2.059,3.11,-0.281,6.950469,3.679,11.64,8.185,6.04,-0.506
2008-01-10T19:00:00Z,2.85,-2.287,3.27,-0.61,7.04946,3.613,11.4,8.126,6.18,-0.666
