time,load,temperature,windspeed,sin_hour,cos_hour,sin_dow,cos_dow,sin_month,cos_month,is_weekend,load_lag1,load_lag24,load_ma24,load_std24
2008-01-09 06:00:00,8733.0,-4.185,3.2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,7682.0,8551.0,7967.791666666667,1007.3849909183327
2008-01-09 07:00:00,8980.0,-3.5380000000000003,3.37,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,8733.0,8826.0,7975.375,1012.6374437039633
2008-01-09 08:00:00,8997.0,-2.001,3.42,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,8980.0,8841.0,7981.791666666667,1018.731435324754
2008-01-09 09:00:00,9115.0,-0.4639999999999999,3.38,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,8997.0,8884.0,7988.291666666667,1024.930770903538
2008-01-09 10:00:00,9149.0,0.777,3.27,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,9115.0,8877.0,7997.916666666667,1034.74562791671
2008-01-09 11:00:00,8879.0,1.4269999999999998,3.03,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,9149.0,8583.0,8009.25,1046.2186258347108
2008-01-09 12:00:00,8797.0,1.462,2.74,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,8879.0,8590.0,8021.583333333333,1054.9843154270557
2008-01-09 13:00:00,8743.0,1.179,2.51,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,8797.0,8485.0,8030.208333333333,1060.6643110791904
2008-01-09 14:00:00,8732.0,0.386,2.26,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,8743.0,8444.0,8040.958333333333,1066.7640005976045
2008-01-09 15:00:00,8972.0,-0.275,2.36,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,8732.0,8704.0,8052.958333333333,1073.095987406717
2008-01-09 16:00:00,9292.0,-0.31,2.52,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,8972.0,9223.0,8064.125,1081.5265906598595
2008-01-09 17:00:00,9148.0,-0.312,2.52,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,9292.0,9147.0,8067.0,1084.82781643187
2008-01-09 18:00:00,8732.0,-0.365,2.47,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,9148.0,8731.0,8067.041666666667,1084.8711195411572
2008-01-09 19:00:00,8234.0,-0.432,2.39,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,8732.0,8231.0,8067.083333333333,1084.897747803173
2008-01-09 20:00:00,7637.0,-0.541,2.31,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,8234.0,7620.0,8067.208333333333,1084.917627775474
2008-01-09 21:00:00,7651.0,-0.726,2.3,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,7637.0,7712.0,8067.916666666667,1084.6184629375064
2008-01-09 22:00:00,7130.0,-0.94,2.35,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,7651.0,7151.0,8065.375,1085.5598360333192
