time,AT,CH,DE,IT,NL,PL
2008-01-01T00:00:00Z,6080,6668,50115.38462,25631,11072,14003
2008-01-01T01:00:00Z,5822,6463,48023.07692,24321,10437,13317
2008-01-01T02:00:00Z,5436,6305,46171.42857,23448,9920,12830
2008-01-01T03:00:00Z,5253,6102,44921.97802,23151,9558,12614
2008-01-01T04:00:00Z,5260,5977,43168.13187,23522,9428,12417
2008-01-01T05:00:00Z,5015,5668,39865.93407,24304,9496,12353
2008-01-01T06:00:00Z,5243,5398,39958.24176,23707,9718,12179
2008-01-01T07:00:00Z,5442,5223,40248.35165,25178,9962,12012
2008-01-01T08:00:00Z,5829,5491,42403.2967,26886,10262,12369
2008-01-01T09:00:00Z,6150,5621,45275.82418,28427,10934,12843
2008-01-01T10:00:00Z,6413,5433,48569.23077,29371,11437,13235
2008-01-01T11:00:00Z,6365,5780,50274.72527,28574,11772,13655
2008-01-01T12:00:00Z,6276,5881,49862.63736,27267,12003,14125
2008-01-01T13:00:00Z,6271,5815,50015.38462,27006,11972,14344
2008-01-01T14:00:00Z,6280,5836,50453.84615,27502,11789,14757
2008-01-01T15:00:00Z,6632,5854,53524.17582,31524,12293,16307
2008-01-01T16:00:00Z,7176,6074,57918.68132,33490,13861,16727
2008-01-01T17:00:00Z,7265,6123,59035.16484,33870,14235,16786
2008-01-01T18:00:00Z,7120,5971,58319.78022,33923,14157,17028
2008-01-01T19:00:00Z,6866,5939,56267.03297,33437,13883,16659
2008-01-01T20:00:00Z,6474,5921,55609.89011,32097,13288,15923
2008-01-01T21:00:00Z,6790,6333,56504.3956,29280,12516,15157
2008-01-01T22:00:00Z,6412,6300,53446.15385,26140,11756,14031
2008-01-01T23:00:00Z,6138,6604,50623.07692,24598,10907,13207
2008-01-02T00:00:00Z,5836,6602,48224.17582,23416,10139,12784
2008-01-02T01:00:00Z,5682,6533,47152.74725,23040,9857,12593
2008-01-02T02:00:00Z,5481,6459,46824.17582,23120,9800,12645
2008-01-02T03:00:00Z,5543,6232,47458.24176,24240,9748,12858
2008-01-02T04:00:00Z,6062,6242,49894.50549,27259,10085,13734
2008-01-02T05:00:00Z,6643,6108,54336.26374,32142,11117,16141
2008-01-02T06:00:00Z,7453,5441,61315.38462,36810,12737,18314
2008-01-02T07:00:00Z,7912,5440,65363.73626,40923,14416,19064
2008-01-02T08:00:00Z,8245,5558,67514.28571,43092,15392,19723
2008-01-02T09:00:00Z,8378,5896,68876.92308,43371,15890,19975
2008-01-02T10:00:00Z,8511,5774,70202.1978,42583,16072,20262
2008-01-02T11:00:00Z,8380,6007,70576.92308,40903,16017,20289
2008-01-02T12:00:00Z,8276,6025,69949.45055,40650,16050,20493
2008-01-02T13:00:00Z,8165,5857,69245.05495,41621,15966,20317
2008-01-02T14:00:00Z,8131,5807,69372.52747,42586,15850,20402
2008-01-02T15:00:00Z,8401,6040,71413.18681,46264,16114,21927
2008-01-02T16:00:00Z,8897,6400,75807.69231,46126,17608,22070
2008-01-02T17:00:00Z,8806,6441,75782.41758,45388,17131,21843
2008-01-02T18:00:00Z,8449,6354,73893.40659,42902,16524,21717
2008-01-02T19:00:00Z,7999,6345,70558.24176,40361,15841,21159
2008-01-02T20:00:00Z,7488,6375,68492.30769,37217,14934,19990
2008-01-02T21:00:00Z,7661,6713,67795.6044,33719,13987,18618
2008-01-02T22:00:00Z,7124,6593,64036.26374,30699,13152,17298
2008-01-02T23:00:00Z,6796,6890,60510.98901,28235,12278,16123
2008-01-03T00:00:00Z,6467,6860,58067.03297,26820,11407,15514
2008-01-03T01:00:00Z,6253,6751,56734.06593,26360,11089,15210
2008-01-03T02:00:00Z,6036,6640,56280.21978,26468,10941,15213
2008-01-03T03:00:00Z,6039,6425,56773.62637,27207,11000,15352
2008-01-03T04:00:00Z,6397,6516,58579.12088,29906,11290,15895
2008-01-03T05:00:00Z,6841,6779,62159.34066,35091,12285,17938
2008-01-03T06:00:00Z,7656,6426,68650.54945,40259,14006,19794
2008-01-03T07:00:00Z,8121,6474,72515.38462,43614,15753,20260
2008-01-03T08:00:00Z,8396,6506,74093.40659,45270,16624,20568
2008-01-03T09:00:00Z,8575,6566,75080.21978,45350,16975,20581
2008-01-03T10:00:00Z,8705,6579,76439.56044,44050,17099,20654
2008-01-03T11:00:00Z,8479,6710,76668.13187,42282,17063,20794
2008-01-03T12:00:00Z,8371,6723,75637.36264,42452,17127,21035
2008-01-03T13:00:00Z,8251,6618,75003.2967,42910,17069,20730
2008-01-03T14:00:00Z,8223,6389,74919.78022,43837,16899,20795
2008-01-03T15:00:00Z,8584,6429,76512.08791,47214,17183,22427
2008-01-03T16:00:00Z,8967,6599,79937.36264,47571,17983,22924
2008-01-03T17:00:00Z,8866,6616,79518.68132,46881,17480,22652
2008-01-03T18:00:00Z,8479,6457,77601.0989,44408,17013,22450
2008-01-03T19:00:00Z,7927,6652,73503.2967,41965,16343,21741
2008-01-03T20:00:00Z,7411,6584,71032.96703,38595,15437,20548
2008-01-03T21:00:00Z,7548,6901,69940.65934,35147,14399,19054
2008-01-03T22:00:00Z,7055,6751,66050.54945,31749,13671,17729
2008-01-03T23:00:00Z,6727,6882,62397.8022,29519,12649,16629
2008-01-04T00:00:00Z,6400,6781,59753.84615,27710,11625,16014
2008-01-04T01:00:00Z,6184,6806,58172.52747,27530,11166,15798
2008-01-04T02:00:00Z,5963,6709,57583.51648,27432,10957,15788
2008-01-04T03:00:00Z,5992,6534,57821.97802,28467,11061,15997
2008-01-04T04:00:00Z,6383,6523,58832.96703,30692,11257,16552
2008-01-04T05:00:00Z,6859,6773,62489.01099,35462,12209,18488
2008-01-04T06:00:00Z,7700,6571,68913.18681,40186,13916,20315
2008-01-04T07:00:00Z,8186,6637,72557.14286,44001,15749,20848
2008-01-04T08:00:00Z,8506,6593,74238.46154,45169,16454,21110
2008-01-04T09:00:00Z,8668,6654,75234.06593,45481,16819,21210
2008-01-04T10:00:00Z,8757,6638,75850.54945,44094,16928,21420
2008-01-04T11:00:00Z,8528,6922,75618.68132,42069,16867,21534
2008-01-04T12:00:00Z,8380,7049,74086.81319,42339,16782,21634
2008-01-04T13:00:00Z,8249,7024,72990.10989,42999,16505,21309
2008-01-04T14:00:00Z,8200,6690,72327.47253,43931,16113,21336
2008-01-04T15:00:00Z,8550,6531,74486.81319,46818,16355,22885
2008-01-04T16:00:00Z,8897,6570,78819.78022,48008,17081,23115
2008-01-04T17:00:00Z,8875,6598,78559.34066,47132,16588,22774
2008-01-04T18:00:00Z,8459,6452,76363.73626,44432,16182,22607
2008-01-04T19:00:00Z,7898,6611,71482.41758,41653,15644,21819
2008-01-04T20:00:00Z,7407,6533,69453.84615,38232,14685,20523
2008-01-04T21:00:00Z,7604,6805,69389.01099,34717,13856,19331
2008-01-04T22:00:00Z,7112,6993,65283.51648,31976,13266,18056
2008-01-04T23:00:00Z,6789,7011,61701.0989,29290,12598,17093
2008-01-05T00:00:00Z,6383,6993,59414.28571,27592,11575,16360
2008-01-05T01:00:00Z,6174,6956,57578.02198,27022,11067,15890
2008-01-05T02:00:00Z,5913,6889,56305.49451,26777,10847,15864
2008-01-05T03:00:00Z,5855,6625,55770.32967,27355,10883,15863
2008-01-05T04:00:00Z,6027,6601,54379.12088,28586,10927,15862
2008-01-05T05:00:00Z,6088,6464,52983.51648,31993,11284,16516
2008-01-05T06:00:00Z,6669,6265,55978.02198,34501,11907,17330
2008-01-05T07:00:00Z,7137,6079,60001.0989,37956,12915,17911
2008-01-05T08:00:00Z,7581,6022,63564.83516,39826,14050,18760
2008-01-05T09:00:00Z,7805,6131,66212.08791,39317,14682,19363
2008-01-05T10:00:00Z,7961,6106,67905.49451,38530,14817,19654
2008-01-05T11:00:00Z,7769,6257,67760.43956,36650,14733,19670
2008-01-05T12:00:00Z,7640,6363,66168.13187,35436,14536,19654
2008-01-05T13:00:00Z,7512,6329,65280.21978,35655,14353,19076
2008-01-05T14:00:00Z,7471,6477,65372.52747,36592,14106,19184
2008-01-05T15:00:00Z,7788,6576,66774.72527,40439,14378,20707
2008-01-05T16:00:00Z,8123,6627,70418.68132,41614,15420,20917
2008-01-05T17:00:00Z,7988,6608,70232.96703,41797,15504,20880
2008-01-05T18:00:00Z,7670,6313,67765.93407,40142,15115,20629
2008-01-05T19:00:00Z,7258,6087,63803.2967,37714,14454,19870
2008-01-05T20:00:00Z,6813,5988,61995.6044,34967,13633,18757
2008-01-05T21:00:00Z,7034,6468,62147.25275,32730,13140,17895
2008-01-05T22:00:00Z,6621,6600,57931.86813,29923,12427,16584
2008-01-05T23:00:00Z,6286,6398,54193.40659,27758,11695,15494
2008-01-06T00:00:00Z,5948,6159,51369.23077,26170,10837,14753
2008-01-06T01:00:00Z,5775,6135,49598.9011,25276,10283,14320
2008-01-06T02:00:00Z,5524,6088,49214.28571,24892,10061,14182
2008-01-06T03:00:00Z,5417,5936,48536.26374,24990,9821,14119
2008-01-06T04:00:00Z,5476,5903,47380.21978,25867,9856,14075
2008-01-06T05:00:00Z,5362,5565,44791.20879,27056,10104,14304
2008-01-06T06:00:00Z,5795,5429,46116.48352,28099,10491,14556
2008-01-06T07:00:00Z,6235,5547,48967.03297,30354,11170,14774
2008-01-06T08:00:00Z,6705,5639,52456.04396,32685,11890,15564
2008-01-06T09:00:00Z,7077,5725,55740.65934,33473,12594,16331
2008-01-06T10:00:00Z,7354,5849,59196.7033,34403,13001,16708
2008-01-06T11:00:00Z,7048,6064,59229.67033,32718,13266,16918
2008-01-06T12:00:00Z,6811,6058,57657.14286,31375,13184,17223
2008-01-06T13:00:00Z,6636,5877,56061.53846,31332,12964,17139
2008-01-06T14:00:00Z,6576,5863,55293.40659,31438,12772,17250
2008-01-06T15:00:00Z,6904,5986,57637.36264,34733,13091,18588
2008-01-06T16:00:00Z,7395,6008,63480.21978,35983,15066,19048
2008-01-06T17:00:00Z,7486,6158,65096.7033,37498,15540,19106
2008-01-06T18:00:00Z,7404,6072,64371.42857,37419,15424,19203
2008-01-06T19:00:00Z,7023,5915,61514.28571,36182,15097,18697
2008-01-06T20:00:00Z,6624,5811,60767.03297,34255,14239,17724
2008-01-06T21:00:00Z,6881,6111,61703.2967,31361,13338,16939
2008-01-06T22:00:00Z,6447,6130,57827.47253,28441,12278,15709
2008-01-06T23:00:00Z,6167,6243,54576.92308,26354,11258,14774
2008-01-07T00:00:00Z,5916,6110,52516.48352,25221,10523,14252
2008-01-07T01:00:00Z,5770,6053,51498.9011,24921,10254,13987
2008-01-07T02:00:00Z,5628,6107,51896.7033,25121,10137,13969
2008-01-07T03:00:00Z,5751,6179,53134.06593,26540,10221,14273
2008-01-07T04:00:00Z,6409,6510,56326.37363,31056,10724,15017
2008-01-07T05:00:00Z,7391,6923,65340.65934,38526,12356,17473
2008-01-07T06:00:00Z,8332,6829,73715.38462,45293,14727,19569
2008-01-07T07:00:00Z,8617,7120,77034.06593,47819,16252,20263
2008-01-07T08:00:00Z,8693,6950,77484.61538,49275,16533,20648
2008-01-07T09:00:00Z,8887,7128,77803.2967,48914,16574,20672
2008-01-07T10:00:00Z,8979,7146,78554.94505,47042,16939,20780
2008-01-07T11:00:00Z,8790,6708,77598.9011,45176,16938,20849
2008-01-07T12:00:00Z,8892,6711,77367.03297,46738,17068,21032
2008-01-07T13:00:00Z,8815,6709,77027.47253,48112,16964,20814
2008-01-07T14:00:00Z,8765,6655,77098.9011,48705,16845,20922
2008-01-07T15:00:00Z,8941,6672,78235.16484,51833,17117,22282
2008-01-07T16:00:00Z,9211,6713,82501.0989,50943,17973,22510
2008-01-07T17:00:00Z,9085,6649,82636.26374,49041,17310,22165
2008-01-07T18:00:00Z,8732,6522,80435.16484,46698,16804,22036
2008-01-07T19:00:00Z,8151,6409,76063.73626,44064,15987,21316
2008-01-07T20:00:00Z,7578,6281,73273.62637,39949,15078,20220
2008-01-07T21:00:00Z,7598,6469,70906.59341,36670,14067,18636
2008-01-07T22:00:00Z,7037,6706,65781.31868,33472,13107,17311
2008-01-07T23:00:00Z,6707,6597,61356.04396,31085,12192,16264
2008-01-08T00:00:00Z,6413,6474,58875.82418,29852,11580,15650
2008-01-08T01:00:00Z,6231,6531,57760.43956,29554,11312,15256
2008-01-08T02:00:00Z,6076,6606,58124.17582,29662,11294,15272
2008-01-08T03:00:00Z,6171,6438,59601.0989,30735,11222,15402
2008-01-08T04:00:00Z,6695,6521,62292.30769,34292,11455,15964
2008-01-08T05:00:00Z,7595,6699,69270.32967,40530,12877,17915
2008-01-08T06:00:00Z,8551,6979,76550.54945,47366,15172,19747
2008-01-08T07:00:00Z,8826,7391,78404.3956,50318,16705,20268
2008-01-08T08:00:00Z,8841,7301,77457.14286,50947,16940,20557
2008-01-08T09:00:00Z,8884,7239,77508.79121,50662,16925,20576
2008-01-08T10:00:00Z,8877,7211,78337.36264,48365,16934,20779
2008-01-08T11:00:00Z,8583,7299,77901.0989,45822,16796,20773
2008-01-08T12:00:00Z,8590,7069,77416.48352,47258,16854,20873
2008-01-08T13:00:00Z,8485,6943,76467.03297,48111,16799,20567
2008-01-08T14:00:00Z,8444,6843,75940.65934,48927,16662,20541
2008-01-08T15:00:00Z,8704,6746,77187.91209,52285,16762,21958
2008-01-08T16:00:00Z,9223,6892,81198.9011,52498,17714,22361
2008-01-08T17:00:00Z,9147,6957,81141.75824,50892,17369,22023
2008-01-08T18:00:00Z,8731,6804,78772.52747,47819,17004,22013
2008-01-08T19:00:00Z,8231,6924,74134.06593,45928,16329,21153
2008-01-08T20:00:00Z,7620,6880,71216.48352,41137,15636,20097
2008-01-08T21:00:00Z,7712,6821,69504.3956,37487,14542,18487
2008-01-08T22:00:00Z,7151,6695,64446.15385,34739,13630,17164
2008-01-08T23:00:00Z,6845,6607,60761.53846,31810,6003,16142
2008-01-09T00:00:00Z,6564,6533,58496.7033,30682,5778,15505
2008-01-09T01:00:00Z,6367,6484,57573.62637,30043,5893,15262
2008-01-09T02:00:00Z,6170,6445,57641.75824,30144,5943,15232
2008-01-09T03:00:00Z,6232,6279,58508.79121,31255,5859,15473
2008-01-09T04:00:00Z,6767,6515,60968.13187,34423,5767,16054
2008-01-09T05:00:00Z,7682,6702,68346.15385,41692,6243,18117
2008-01-09T06:00:00Z,8733,7006,75721.97802,47876,6633,19853
2008-01-09T07:00:00Z,8980,7299,78250.54945,50481,7010,20289
2008-01-09T08:00:00Z,8997,7199,77362.63736,51039,7370,20533
2008-01-09T09:00:00Z,9115,7144,77954.94505,50850,7292,20399
2008-01-09T10:00:00Z,9149,7273,78724.17582,48567,7337,20597
2008-01-09T11:00:00Z,8879,7060,78146.15385,46263,7078,20508
2008-01-09T12:00:00Z,8797,7129,77867.03297,47995,7085,20577
2008-01-09T13:00:00Z,8743,7111,77190.10989,48666,7031,20245
2008-01-09T14:00:00Z,8732,6929,77069.23077,49411,7223,20360
2008-01-09T15:00:00Z,8972,6876,77969.23077,52563,7248,21939
2008-01-09T16:00:00Z,9292,6981,80968.13187,52096,7836,22343
2008-01-09T17:00:00Z,9148,6958,80049.45055,50757,7410,22081
2008-01-09T18:00:00Z,8732,6770,77852.74725,47666,7145,22011
2008-01-09T19:00:00Z,8234,6580,73786.81319,45465,7465,21274
2008-01-09T20:00:00Z,7637,6605,71205.49451,40896,7385,20023
2008-01-09T21:00:00Z,7651,6552,69649.45055,37434,6964,18477
2008-01-09T22:00:00Z,7130,6290,64446.15385,34404,6814,17253
2008-01-09T23:00:00Z,6786,6343,60479.12088,31850,12491,16226
2008-01-10T00:00:00Z,6446,6440,58153.84615,30641,11680,15585
2008-01-10T01:00:00Z,6238,6478,57341.75824,30264,11402,15297
2008-01-10T02:00:00Z,6074,6468,57819.78022,30263,11157,15308
2008-01-10T03:00:00Z,6147,6351,58808.79121,31133,11034,15463
2008-01-10T04:00:00Z,6714,6462,61152.74725,34178,11548,15911
2008-01-10T05:00:00Z,7660,6494,68343.95604,41621,13059,17977
2008-01-10T06:00:00Z,8609,6990,76484.61538,47479,15371,19824
2008-01-10T07:00:00Z,8874,7055,78605.49451,50745,17107,20350
2008-01-10T08:00:00Z,8931,6929,77651.64835,51070,17572,20705
2008-01-10T09:00:00Z,8999,7046,77661.53846,51245,17597,20580
2008-01-10T10:00:00Z,8996,7025,78117.58242,48555,17653,20800
2008-01-10T11:00:00Z,8677,6860,77574.72527,45924,17340,20742
2008-01-10T12:00:00Z,8610,6867,77078.02198,47592,17372,20738
2008-01-10T13:00:00Z,8583,6684,76252.74725,48479,17300,20342
2008-01-10T14:00:00Z,8567,6502,76179.12088,49058,17095,20266
2008-01-10T15:00:00Z,8841,6473,77707.69231,51809,17329,21752
2008-01-10T16:00:00Z,9274,6741,82137.36264,52094,18181,22131
2008-01-10T17:00:00Z,9170,6833,82162.63736,50317,17738,21874
2008-01-10T18:00:00Z,8713,6628,80032.96703,47440,17331,21847
2008-01-10T19:00:00Z,8274,6444,75978.02198,44910,16475,21123
2008-01-10T20:00:00Z,7669,6458,72901.0989,40472,15284,19838
2008-01-10T21:00:00Z,7681,6554,71004.3956,37095,14132,18419
2008-01-10T22:00:00Z,7145,6279,66050.54945,33971,13175,17142
2008-01-10T23:00:00Z,6788,6737,62226.37363,32008,12288,16098
2008-01-11T00:00:00Z,6501,6655,59773.62637,30761,11584,15540
2008-01-11T01:00:00Z,6312,6625,58423.07692,30442,11266,15196
2008-01-11T02:00:00Z,6125,6610,58439.56044,30217,11140,15118
2008-01-11T03:00:00Z,6191,6513,59648.35165,30797,11002,15314
2008-01-11T04:00:00Z,6730,6737,62315.38462,33401,11427,15755
2008-01-11T05:00:00Z,7643,6714,69189.01099,39792,12774,17795
2008-01-11T06:00:00Z,8602,6878,77012.08791,45812,15047,19505
2008-01-11T07:00:00Z,8929,7070,78892.30769,48798,16768,19932
2008-01-11T08:00:00Z,8997,7000,78134.06593,49588,17243,20113
2008-01-11T09:00:00Z,9108,7039,78516.48352,49736,17068,20057
2008-01-11T10:00:00Z,9132,7071,78695.6044,46896,17155,20177
2008-01-11T11:00:00Z,8794,6950,77683.51648,44661,16973,20169
2008-01-11T12:00:00Z,8610,6867,75915.38462,46173,17157,20243
2008-01-11T13:00:00Z,8498,6649,74413.18681,47112,17009,19879
2008-01-11T14:00:00Z,8428,6323,73762.63736,47255,16820,19818
2008-01-11T15:00:00Z,8628,6241,75693.40659,50062,16938,21216
2008-01-11T16:00:00Z,9041,6613,80659.34066,49857,17675,21798
2008-01-11T17:00:00Z,8933,6665,79782.41758,48428,17186,21495
2008-01-11T18:00:00Z,8433,6558,76860.43956,45438,16686,21328
2008-01-11T19:00:00Z,7940,6322,72289.01099,42507,15935,20644
2008-01-11T20:00:00Z,7384,6306,69248.35165,38527,14911,19407
2008-01-11T21:00:00Z,7578,6741,67597.8022,35635,13871,18116
2008-01-11T22:00:00Z,7093,6574,62827.47253,32138,13306,17003
2008-01-11T23:00:00Z,6721,6319,59453.84615,30304,12357,15961
2008-01-12T00:00:00Z,6335,6008,57050.54945,28797,11564,15210
2008-01-12T01:00:00Z,6100,6081,55227.47253,28207,10964,14825
2008-01-12T02:00:00Z,5825,6165,54302.1978,28058,10621,14744
2008-01-12T03:00:00Z,5806,5819,54682.41758,28613,10369,14744
2008-01-12T04:00:00Z,5950,5888,53685.71429,30553,10636,14747
2008-01-12T05:00:00Z,6101,5522,53235.16484,35064,11030,15375
2008-01-12T06:00:00Z,6681,5472,57173.62637,39083,11929,16149
2008-01-12T07:00:00Z,7179,5741,61116.48352,41827,13399,16857
2008-01-12T08:00:00Z,7567,5993,64352.74725,42788,14611,17617
2008-01-12T09:00:00Z,7821,6114,66627.47253,42262,15346,17934
2008-01-12T10:00:00Z,7980,6111,68132.96703,39889,15617,18055
2008-01-12T11:00:00Z,7664,6346,67971.42857,37873,15475,17922
2008-01-12T12:00:00Z,7479,6352,66239.56044,37356,15091,17794
2008-01-12T13:00:00Z,7333,6276,64983.51648,37219,14673,17350
2008-01-12T14:00:00Z,7346,6234,65113.18681,38139,14401,17320
2008-01-12T15:00:00Z,7596,6318,66947.25275,41157,14500,19035
2008-01-12T16:00:00Z,7954,6453,71131.86813,42208,15942,19510
2008-01-12T17:00:00Z,7753,6446,71503.2967,42791,16138,19332
2008-01-12T18:00:00Z,7485,6181,68219.78022,40688,15760,19145
2008-01-12T19:00:00Z,7014,5964,63678.02198,38049,14971,18437
2008-01-12T20:00:00Z,6542,5835,61702.1978,35465,14098,17399
2008-01-12T21:00:00Z,6844,6094,62178.02198,33274,13465,16493
2008-01-12T22:00:00Z,6410,6093,58617.58242,30842,12663,15370
2008-01-12T23:00:00Z,6050,6045,55349.45055,28056,11987,14286
2008-01-13T00:00:00Z,5704,5950,52757.14286,27148,11131,13611
2008-01-13T01:00:00Z,5517,5936,51369.23077,26369,10520,13319
2008-01-13T02:00:00Z,5297,5934,50840.65934,25805,10220,13095
2008-01-13T03:00:00Z,5233,5861,50539.56044,26019,10062,13121
2008-01-13T04:00:00Z,5332,5879,49152.74725,26718,10124,13115
2008-01-13T05:00:00Z,5198,5553,46486.81319,28206,10358,13413
2008-01-13T06:00:00Z,5622,5343,48120.87912,29354,10771,13670
2008-01-13T07:00:00Z,6056,5381,51456.04396,31872,11551,13949
2008-01-13T08:00:00Z,6543,5537,54783.51648,33437,12409,14736
2008-01-13T09:00:00Z,6953,5453,57267.03297,34698,13101,15273
2008-01-13T10:00:00Z,7209,5509,59935.16484,35270,13500,15453
2008-01-13T11:00:00Z,6879,5718,58710.98901,33846,13808,15533
2008-01-13T12:00:00Z,6615,5718,56201.0989,32727,13629,15622
2008-01-13T13:00:00Z,6395,5724,54258.24176,32480,13313,15338
2008-01-13T14:00:00Z,6285,5703,53795.6044,32532,12922,15187
2008-01-13T15:00:00Z,6549,5691,55882.41758,34968,13010,16665
2008-01-13T16:00:00Z,7164,6021,63068.13187,37234,14986,17463
2008-01-13T17:00:00Z,7327,6384,65565.93407,38447,15631,17774
2008-01-13T18:00:00Z,7206,6157,64501.0989,38335,15495,17859
2008-01-13T19:00:00Z,6873,5939,62191.20879,37377,15101,17431
2008-01-13T20:00:00Z,6505,5839,61427.47253,34873,14272,16761
2008-01-13T21:00:00Z,6833,6049,62973.62637,32532,13457,16055
2008-01-13T22:00:00Z,6386,5873,59523.07692,29299,12465,15024
2008-01-13T23:00:00Z,6118,6020,56284.61538,27476,11460,14169
2008-01-14T00:00:00Z,5895,5952,54318.68132,26487,10787,13645
2008-01-14T01:00:00Z,5784,5980,53683.51648,26246,10549,13466
2008-01-14T02:00:00Z,5609,6102,53378.02198,26116,10340,13333
2008-01-14T03:00:00Z,5744,6138,55164.83516,27732,10366,13627
2008-01-14T04:00:00Z,6362,6332,58856.04396,32242,11022,14431
2008-01-14T05:00:00Z,7396,6574,67485.71429,39561,12703,16967
2008-01-14T06:00:00Z,8408,6956,75906.59341,46455,15218,18898
2008-01-14T07:00:00Z,8716,7163,78583.51648,49454,16930,19648
2008-01-14T08:00:00Z,8786,7106,78149.45055,49667,17327,20016
2008-01-14T09:00:00Z,8947,7199,78754.94505,49687,17244,20036
2008-01-14T10:00:00Z,9001,7284,79152.74725,47283,17162,20070
2008-01-14T11:00:00Z,8766,7083,78946.15385,46103,16935,19963
2008-01-14T12:00:00Z,8709,7257,78521.97802,47391,17084,20016
2008-01-14T13:00:00Z,8636,7170,78176.92308,48020,16964,19633
2008-01-14T14:00:00Z,8590,6998,77492.30769,48825,16789,19588
2008-01-14T15:00:00Z,8798,6963,77938.46154,51983,17087,21022
2008-01-14T16:00:00Z,9174,7028,81913.18681,51179,17950,21677
2008-01-14T17:00:00Z,9048,6926,81876.92308,50015,17623,21427
2008-01-14T18:00:00Z,8597,6718,79405.49451,47427,17204,21336
2008-01-14T19:00:00Z,7994,6653,74898.9011,45226,16375,20529
2008-01-14T20:00:00Z,7476,6588,72109.89011,40787,15508,19461
2008-01-14T21:00:00Z,7511,6647,69916.48352,37259,14316,17939
2008-01-14T22:00:00Z,6964,6513,64485.71429,34004,13229,16660
2008-01-14T23:00:00Z,6602,6530,60937.36264,31781,12218,15756
2008-01-15T00:00:00Z,6315,6529,58394.50549,30734,11488,15131
2008-01-15T01:00:00Z,6139,6460,57380.21978,29931,11177,14890
2008-01-15T02:00:00Z,6006,6540,57295.6044,30195,10989,14882
2008-01-15T03:00:00Z,6094,6498,58730.76923,31362,10889,15139
2008-01-15T04:00:00Z,6639,6696,61517.58242,34809,11272,15645
2008-01-15T05:00:00Z,7548,6984,68984.61538,41336,12667,17649
2008-01-15T06:00:00Z,8519,7301,77015.38462,48187,14983,19379
2008-01-15T07:00:00Z,8813,7396,79700,50846,16942,19881
2008-01-15T08:00:00Z,8871,7263,78565.93407,51336,17420,20212
2008-01-15T09:00:00Z,8976,7289,78847.25275,51242,17514,20158
2008-01-15T10:00:00Z,9041,7336,79562.63736,49522,17607,20237
2008-01-15T11:00:00Z,8769,7192,79045.05495,46851,17464,20229
2008-01-15T12:00:00Z,8725,7261,78716.48352,48451,17648,20326
2008-01-15T13:00:00Z,8638,7218,78428.57143,49879,17543,19889
2008-01-15T14:00:00Z,8591,7103,78632.96703,49860,17530,19766
2008-01-15T15:00:00Z,8743,7113,80010.98901,52469,17774,21208
2008-01-15T16:00:00Z,9160,7088,84228.57143,52149,18465,21818
2008-01-15T17:00:00Z,9048,6995,84354.94505,50816,17842,21608
2008-01-15T18:00:00Z,8609,6893,82254.94505,47924,17283,21519
2008-01-15T19:00:00Z,8095,6939,77559.34066,45454,16450,20631
2008-01-15T20:00:00Z,7494,6859,74269.23077,41013,15390,19566
2008-01-15T21:00:00Z,7530,6851,71913.18681,37888,14223,18063
2008-01-15T22:00:00Z,6924,6624,66474.72527,33975,13186,16781
2008-01-15T23:00:00Z,6581,6575,62205.49451,31765,12272,15684
2008-01-16T00:00:00Z,6288,6526,59554.94505,30597,11670,15200
2008-01-16T01:00:00Z,6118,6654,58504.3956,30125,11300,14870
2008-01-16T02:00:00Z,5912,6721,58834.06593,30028,11041,14830
2008-01-16T03:00:00Z,6021,6644,60043.95604,30838,10915,14986
2008-01-16T04:00:00Z,6594,6596,62293.40659,34538,11408,15520
2008-01-16T05:00:00Z,7551,6719,69681.31868,41364,12748,17606
2008-01-16T06:00:00Z,8531,7032,77102.1978,47966,14959,19320
2008-01-16T07:00:00Z,8784,7334,79658.24176,50842,16668,19892
2008-01-16T08:00:00Z,8808,7351,79235.16484,51792,17215,20168
2008-01-16T09:00:00Z,8917,7467,79864.83516,51936,17191,20100
2008-01-16T10:00:00Z,8978,7469,80895.6044,49047,17153,20380
2008-01-16T11:00:00Z,8669,7276,79796.7033,47329,16808,20281
2008-01-16T12:00:00Z,8683,7339,78579.12088,48752,16854,20412
2008-01-16T13:00:00Z,8641,7261,77186.81319,49715,16724,20116
2008-01-16T14:00:00Z,8644,7028,76623.07692,50417,16646,20231
2008-01-16T15:00:00Z,8837,7007,76782.41758,52632,16565,21386
2008-01-16T16:00:00Z,9149,6968,80980.21978,52393,17314,21901
2008-01-16T17:00:00Z,9010,6834,81004.3956,50725,17041,21548
2008-01-16T18:00:00Z,8574,6897,78761.53846,47379,16605,21375
2008-01-16T19:00:00Z,8013,6789,73979.12088,45251,15758,20684
2008-01-16T20:00:00Z,7427,6589,70986.81319,40686,14907,19487
2008-01-16T21:00:00Z,7479,6679,68683.51648,37283,13920,18070
2008-01-16T22:00:00Z,6947,6667,63535.16484,33543,13196,16764
2008-01-16T23:00:00Z,6575,6582,58930.76923,31696,12358,15805
2008-01-17T00:00:00Z,6260,6448,56326.37363,30721,11502,15197
2008-01-17T01:00:00Z,6057,6495,55462.63736,30227,11024,14990
2008-01-17T02:00:00Z,5869,6542,55757.14286,30193,10837,15015
2008-01-17T03:00:00Z,5990,6457,56860.43956,31135,10706,15084
